评论,打分,积极评价要素词汇_1,积极评价要素词汇_2,积极评价要素词汇_3,积极评价要素词汇_4,积极评价要素词汇_5,积极评价要素词汇_6,积极评价要素词汇_7,积极评价要素词汇_8,积极评价要素词汇_9,积极评价要素词汇_10,积极评价要素词汇_11,积极评价要素词汇_12,积极评价要素词汇_13,积极评价要素词汇_14,积极评价要素词汇_15
离开西栅前 遇上了一场大雨朦胧的烟雨 ?诠释出了这座江南古镇的灵魂宛若?一下子说尽了千百年来的故事??这场雨是我从三寸金莲馆出来之时开始下的?这座馆是我目前参观过有关三寸金莲的最全面规模最大的展馆从中看到了各个地区各式各样的三寸金莲鞋也了解到了裹脚的发展以及很多隐晦且细思极恐的真相实在是忍不住为曾经的中国女性落泪因此这场雨在非常合适的心境和时机下与我相遇同时这也是我第一次在江南古镇里邂逅大雨大雨下的江南美得真的如此不真实天与水皆呈青色雨水顺着屋檐流入河中让白墙黑瓦上隐藏的轮廓显现江南独特的美被雨水诠释得淋漓尽致这场雨这次邂逅的烟雨江南我一定会记得很久很久[星R]关于邂逅这场雨的一些早有准备计划行程时特地选了晴雨都好看的地方以及第二天可能会下雨的日子赌一把晴雨皆得中午托运行李时天气还可以但没把伞也托运了虽然有点热但还是穿了那双防水的鞋让我能尽情在雨中拍摄[doge]旅游和拍摄越多小心思真的越多只为充分把握时间和机会??乌镇西栅?2024.8.13下午,9,"烟雨,江南古镇,灵魂,千百年来的故事,三寸金莲馆,规模最大,全面,三寸金莲鞋,裹脚,中国女性,落泪,心境,时机,邂逅,大雨,江南,美,不真实,青色,雨水,屋檐,河中,白墙黑瓦,隐藏的轮廓,独特,雨水,诠释,淋漓尽致,烟雨江南",,,,,,,,,,,,,,
今天翻到了老手机的live图看着有满满的感动 ,8,"live图,满满的感动",,,,,,,,,,,,,,
??盖章地点乌镇西栅景区??盖章日期2025年3月16日今天去乌镇东栅西栅转了一圈主要盖到了如下??印章白莲塔大剧院乌镇邮局乌镇(互联网大会戏剧节香市年市)乌镇美食(萝卜丝饼羊肉面酱鸭春卷定胜糕)乌镇木心美术馆草木本色染坊昭明书院喜庆堂......JackTian的游玩日志2025年3月16日写于浙江杭州,7,"白莲塔,大剧院,乌镇邮局,互联网大会,戏剧节,香市,年市,萝卜丝饼,羊肉面,酱鸭,春卷,定胜糕,木心美术馆,草木本色染坊,昭明书院,喜庆堂",,,,,,,,,,,,,,
.谁懂啊??挖到比乌镇大3倍的宝藏古镇上海杭州打工人速进1.5h??直达唐宋楼阁紫藤花海明星综艺同款乌镇2.0版被我找到了人少花多还偶遇明星这个春天在濮院时尚古镇彻底沦陷了?.??地点浙江嘉兴桐乡濮院时尚古镇??交通??上海/杭州自驾1.5h达??高铁至桐乡站打车20分钟.??推荐游玩路线游船码头?潄芳禅园?福善寺?濮府?云想衣裳?蜡烛街?盒子里的猫限时体验区?濮商会馆?寺湾街?北更楼.??春日打卡推荐??伞巷挂满彩色油纸伞的窄巷寺湾街转角处附近就是宋韵集市??三花喵喵屋就在蜡烛街8号和巨型三花喵来张日系抓拍?屋内喵咪很可爱布景很漂亮拍照出片??福善寺千年银杏现在刚冒绿芽红墙光影洒落禅意拉满??听雨屋是河道边的亭子屋檐一直有水落下等摇橹船过来合影??云想衣裳展馆传统刺绣与高定服装的跨界展览隔壁就是濮缘衣锦现有春日限定穿搭??潄芳禅园蹲傍晚蓝调时刻亭台倒影烟气飘飘美到失语??紫藤花长廊北更楼城墙上去俯瞰花海四月会进入全盛期紫藤客栈附近也有??珍宝馆在濮府里面欣赏濮氏以前用过的珍品展品很多??濮库|濮商会馆进去下楼梯就是流光四溢钱币隧道里面还有濮绸展品及成箱的银元宝??濮侍郎码头舟游濮院看两岸风景感受舟行碧波上的诗意.别挤乌镇啦这个春天我在濮院私藏了整个江南??.,2,"宝藏古镇,唐宋楼阁,紫藤花海,明星综艺,人少花多,时尚古镇,彩色油纸伞,宋韵集市,三花喵,巨型三花喵,日系抓拍,千年银杏,红墙光影,禅意,听雨屋,摇橹船,传统刺绣,高定服装,跨界展览,春日限定穿搭,傍晚蓝调时刻,亭台倒影,烟气飘飘,北更楼,城墙,俯瞰花海,紫藤客栈,珍宝馆,濮氏,珍品展品,濮库,濮商会馆,钱币隧道,濮绸展品,银元宝,濮侍郎码头,舟游濮院,两岸风景,诗意,私藏江南",,,,,,,,,,,,,,
今天和妈妈外婆来玩 外婆想买扇子 进去就问多少钱 能不能便宜一点 不能便宜你可以直接说为什么要在人走出来之后骂一句ma le bi [生气R][生气R][生气R][生气R][生气R][生气R],2,无,,,,,,,,,,,,,,
来到了课本中的乌镇江南小镇很悠闲自在从桥上看船从桥洞穿过很喜欢江南小镇的感觉,9,"课本,乌镇江南小镇,悠闲自在,桥,船,桥洞,江南小镇",,,,,,,,,,,,,,
乌镇除了西栅东栅景区是需要花钱买门票之外其实不花钱的南栅老街也不错像原住民一样骑车穿梭于老街道感受车骑人的快落[偷笑R]别有一番风趣其实除了古镇街道探索景区之外的绿色郊野更值得尝试景区之外的乌镇人少且满眼绿色赏稻田树林感受江浙乡村风情就特别适合这个季节去逛逛,8,"南栅老街,原住民,老街道,车骑人,快落,古镇街道,绿色郊野,景区之外,乌镇人少,满眼绿色,稻田,树林,江浙乡村风情",,,,,,,,,,,,,,
好幸运每年来都能看到去年也是看哈姆雷特遇到嘟,8,幸运,每年,看到,哈姆雷特,遇到,,,,,,,,,,
??乌镇本地的朋友果真没有骗我当DJ家开了30多年的老牌土菜馆真的是有两把刷子的?????就是这家老弄堂啦在他家吃过一次之后就彻底变成了忠实回头客各种土菜应有尽有色香味俱全的同时分量给的还很实在店内的服务员大姨们都非常的热情经常跟我们唠嗑菜品绝对的现点现做锅气十足人均只需几十块哦东坡肉软糯可口咸甜入味是真的吃不腻分量很足也特别下饭 肉肉肥瘦相间很有层次感??西红柿蛋汤没有任何的科技与狠活儿汤是真的很浓郁滑嫩的鸡蛋配上酸甜可口的西红柿??简简单单的幸福??河虾野生河虾品质很好很新鲜虽然个头不是很大但是肉质特别的紧实饱满鲜甜可口分量足,10,"老牌土菜馆,老弄堂,土菜,色香味俱全,分量实在,服务员大姨,热情,唠嗑,现点现做,锅气十足,人均几十块,东坡肉,软糯可口,咸甜入味,吃不腻,分量足,下饭,肥瘦相间,层次感,西红柿蛋汤,科技与狠活儿,浓郁,滑嫩,鸡蛋,酸甜可口,西红柿,简简单单的幸福,河虾,野生河虾,品质很好,新鲜,个头,肉质紧实,饱满,鲜甜可口",,,,,,,,,,,,,,
嘉兴乌镇名气巨大矛盾的故乡也是古镇系列的头部商业化的典范中青旅运营的走进乌镇白墙黛瓦小桥流水眼前的一切都携着浓浓的中国水墨画气息扑面而来雕梁画栋石像老屋这个有着鱼米之乡丝绸之府之称的地方自古就是文人墨客在此吟咏风月畅怀叙谈的最爱还是一代文豪茅盾的故乡乌镇有江南水乡中少有的水阁也因此被称作中国最后的枕水人家历史上乌镇是苏南浙北的交通重镇一度也是非常繁华的乌镇分东栅和西栅东栅比较小只有西栅的 1/7 东栅可以白天逛一逛茅盾故居就在东栅西栅是后来规划的有民宿客栈这一类的看看夜景不过住在里面好一些的民宿贼贵有人说如今经过统一改造的乌镇似乎太过轻视太过商业化然而不能否认的是那些属于吴越古镇的地方文化却被完整保留下来熠熠生光诚然你可以说乌镇是假的但正因为是假的才有了可控的高品质服务正因为是假的才有了弥漫整个古镇的恬淡气质正因为是假的才可以推开窗就能看到温婉的江南小巷但转过身又是松软的酒店大床对评价是很不错就是性价比偏低 ?,8,"乌镇, 古镇原貌, 商业水平不高, 童年的梦, 吴越古镇, 地方文化, 完整保留, 高品质服务, 恬淡气质, 江南小巷",,,,,,,,,,,,,,
第一次全套妆造体验汉服真的很不错这个发型和衣服和我的适配度很满意[哭惹R][哭惹R],8,"汉服,妆造,发型,衣服,适配度",,,,,,,,,,,,,,
Day 5江南古镇爆美行程从西园寺祈福吃素面到夜游乌镇美翻天今天真的是一整天沉浸在江南的美景里早上我们先去了苏州非常有名的西园寺一走进去就能感受到那种宁静庄严的氛围这里最特别的是有500尊罗汉像大家可以一边参拜一边数一数蛮有趣的寺里的苏式素面也是必试我们点了观音面吉祥面如意面虽然汤底都一样但不同的配料给每一碗面增添了不同的意义我最爱的其实是他们的辣椒真的太香了视频里有详细过程跟口味评语哦接着我们前往苏纶丝绸博物馆听讲解员介绍丝绸的制作过程还亲眼看到一根根蚕丝变成华丽丝绸的全过程涨知识中午我们来到了我个人超爱的南浔古镇沿河而建的老宅与博物馆交错其中仿佛直接穿越回古代午餐我们在路边发现一间低调的王大妈面馆点了几碗面和汤圆没想到超好吃根本隐藏版美食饭后来杯瑞幸的抹茶拿铁再逛逛小摊买点点心好吃又惬意真的太舒服下午终于来到梦寐以求的乌镇西栅一进来就是另一种氛围工作人员超贴心帮忙载行李我们只需搭接驳车轻松抵达今晚的民宿我们住的这家民宿简直像住进了一幅画阳台望出去就是悠悠河道和小船江南气息爆棚还有欢迎礼盒跟安排妥妥的早餐超有仪式感晚餐就在民宿简单吃了点接着我们出门夜游乌镇晚上整个乌镇亮起灯光倒映在水面上简直美得不像话跟白天完全不一样的氛围宁静又浪漫真的强烈建议大家在乌镇至少住一晚用慢节奏去感受这里的美?Day 6这趟旅行的句点乌镇民宿早餐+旅行总结今天是旅程的最后一天啦宝宝还在睡觉我就先安静地享用民宿准备的早餐边吃边回顾这趟六天五夜的上海苏州乌镇亲子+长辈旅行真的收获满满有景点的美也有家人之间的陪伴温度感谢一路看我们影片的你喜欢的话欢迎点赞留言跟分享给身边也想来中国旅行的朋友我们下支影片再见拜拜?,9,"南浔古镇,老宅,博物馆,王大妈面馆,隐藏版美食,乌镇西栅,工作人员,民宿,阳台,河道,小船,江南气息,欢迎礼盒,早餐,仪式感,夜游乌镇,灯光,水面上,氛围,宁静,浪漫",,,,,,,,,,,,,,
全部我家原创客片哦没错就是非常高产是进度条限制了我如果可以一定要同时连发50种风格如果不知道怎么选可以先点赞收藏起来吧角度姿势都可以码住来乌镇就不怕选择困难症啦,9,"原创,客片,风格,角度,姿势,乌镇",,,,,,,,,,,,,,
我本无意入江南奈何江南入我心 ??? ?,9,江南,,,,,,,,,,,,,,
乌镇的时光是摇橹船荡开的涟漪是染坊光影里的诗是提灯夜行时撞见的星河12小时避开人潮遇见商业化外壳下鲜活的水乡灵魂??清晨7:30 | 东栅晨光承包无人的染坊赶在旅行团抵达前冲进东栅直奔宏源泰染坊清晨的光线透过蓝印花布洒在青石板上二楼俯拍视角秒出大片顺路打卡茅盾故居感受文人笔下的江南烟火气 ???上午10:00 | 西栅漫游穿越千年剧场乘免费接驳车转战西栅必去? 木心美术馆极简建筑与芦苇荡的碰撞旋转楼梯拍出高级感 ? 草木本色染坊垂落的蓝染布随风飘动穿浅色长裙更出片? 乌镇邮局寄一张明信片盖古镇专属邮戳仪式感拉满 ??中午12:30 | 本地人私藏美食清单午餐冲书生羊肉面羊肉酥烂汤头鲜避开饭点不排队小吃推荐 ? 定胜糕豆沙馅糯叽叽锦记糕点铺必买? 萝卜丝饼现炸酥脆咬开是清甜萝卜丝 ??午后14:30 | 南栅慢生活解锁原生态步行15分钟到免费南栅避开商业人流在溪桥忽见点一杯烟雨江南咖啡看摇橹船划过窗前探访手艺人作坊体验蚕丝被制作带走自制方巾超有意义 ??傍晚17:00 | 落日巡航独享水乡浪漫返回西栅包摇橹船夕阳把白墙染成金色0.5倍广角拍半水半屋镜像大片?夜晚19:00 | 提灯夜游灯火星河入梦? 提灯走桥文昌阁领免费纸灯笼连过三桥祈福逢源双桥最灵? 露天电影北斗湾重温似水年华水边观影氛围感绝了 ??避坑指南 ? 交通高铁到桐乡站转K282公交2元别打黑车? 住宿选西栅外民宿住河景房 ? 拍照竹筒奶茶慎买?,9,"乌镇, 水乡灵魂, 东栅晨光, 宏源泰染坊, 蓝印花布, 青石板, 茅盾故居, 江南烟火气, 木心美术馆, 极简建筑, 芦苇荡, 草木本色染坊, 蓝染布, 乌镇邮局, 古镇专属邮戳, 书生羊肉面, 定胜糕, 锦记糕点铺, 萝卜丝饼, 南栅慢生活, 原生态, 烟雨江南咖啡, 手艺人作坊, 蚕丝被制作, 自制方巾, 西栅包摇橹船, 夕阳, 白墙, 提灯夜游, 灯火星河, 文昌阁, 免费纸灯笼, 逢源双桥, 露天电影, 北斗湾, 水边观影氛围感",,,,,,,,,,,,,,
展馆由中国建筑设计研究院设计整体建筑风格定位为白透轻它以历史回望领先科技复合空间I未来等四大功能板块全景式呈现互联网科技发展历程集中式展示最新科技成果以及提供对未来科技应用场景的沉浸式体验更是乌镇世界互联网大会成果的重要展示窗口,8,"古镇原貌,商业水平不高,童年的梦",,,,,,,,,,,,,,
乌镇有很多场戏剧表演夜游乌镇在昭明书院偶遇的这场话剧妈妈的故事由一群青年演员倾情演绎非常感人值得一看,9,"乌镇,戏剧表演,夜游,昭明书院,话剧,妈妈的故事,青年演员,倾情演绎,感人,值得一看",,,,,,,,,,,,,,
烟雨江南如诗如画下雨天来是对的人少点还很有意境氛围感,8,"烟雨江南,如诗如画,下雨天,意境,氛围感",,,,,,,,,,,,,,
几个演员小姐姐都超漂亮,8,"演员,小姐姐,漂亮",,,,,,,,,,,,,,
来乌镇不想特种兵打卡就来这藏在居民区角落的茶咖沉浸式感受江南慢生活在南栅临河的角落不用进景区就可以打卡河对岸是老街也可以花上半小时走走逛逛找家临河的饭馆品品人间烟火气这才是乌镇的正确打开方式??,8,"居民区,茶咖,江南慢生活,南栅,临河,老街,饭馆,人间烟火气",,,,,,,,,,,,,,
我要飞到世界各地去~??带上属于我的竹蜻蜓~??,8,竹蜻蜓,,,,,,,,,,,,,,
调酒??很好喝 调酒师也很帅甚至会为了这个bar再去一趟乌镇点了这个骨髓松茸饭感觉有点腥可能是我不太适应这个口味吧下次试试另外一个饭三白这个调酒非常棒下次还想喝遗憾的是没点两只蝴蝶希望以后有机会来再喝这个驻唱的声音也很温柔一切都很美好人均100地址二次方咖啡吧,9,"调酒,调酒师,骨髓松茸饭,三白,驻唱,人均100,地址,二次方咖啡吧",,,,,,,,,,,,,,
第二站 乌镇,6,古镇原貌,商业水平不高,童年的梦,,,,,,,,,,,,
乌镇为什么姓乌乌镇有什么遗迹乌镇的守护神是谁乌镇除了东栅和西栅景区还有什么值得看且听乌镇文化导游小王给您讲讲乌将军和银杏的故事但有一点不好意思:视频中的银杏非1300多年的唐代银杏保护起来暂不开放而是遗落在乌镇南栅拥有好几百年历史的银杏树,1300,"乌镇, 遗迹, 守护神, 东栅, 西栅, 南栅, 银杏树",,,,,,,,,,,,,,
